"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","1701101",4618,4213,2170,2043,1279,2117,817,645,1025,373,"0,651","0,699","0,664","0,724",81,0,76,1,20,22,19,11,5,2,1,0,80,19,23,29,24.7,7,0,0,0,0,1,4,4,2,1,74,0,17,64,26,55,80,1,0,0,1,4,76,0,5,76,0,38,39,40,38.84,1.52,0,24,6,6,45,81,0,37,0,79,0,1,16,7,21,11,19,0,0,1,1,4,0,0,0,0,0,48,33,0,0,0,0,0,5,73,3,2960,3255,3590,3260.49,528.73,4,68,8,2,78,9.28,1.3,2,77,20,0,0,4,16,0,2,7,1,6,10,10,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3587,NA,79.0243902439024,4.3308791684712,0,0,0,12.3456790123457,0,12.3456790123457,12.3456790123457
2015,"MUNICIPIO","1701309",5910,5882,3138,2744,1723,2952,1207,842,1391,511,"0,593","0,699","0,664","0,724",68,0,65,0,9,22,15,17,4,1,0,0,68,21,25,30,25.63,5.85,0,0,0,0,4,8,8,2,0,58,0,49,19,22,46,66,2,0,0,1,5,61,1,6,61,1,38.75,39,40,38.71,1.75,0,12,9,13,34,68,0,34,0,66,2,0,10,11,11,11,18,0,2,2,0,3,0,0,0,0,0,29,39,0,0,0,0,0,3,61,4,2963.75,3245,3542.5,3247.72,483.09,2,57,7,0,68,9.12,0.64,1,67,20,0,0,3,17,0,5,5,1,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,NA,48.8856937455068,3.38409475465313,0,0,0,0,0,0,0
2015,"MUNICIPIO","1701903",6863,6317,3331,2986,1976,3145,1196,930,1538,518,"0,639","0,699","0,664","0,724",84,0,66,1,24,28,18,7,6,0,0,0,83,19,22,26,23.44,5.92,0,0,0,0,2,7,9,5,1,63,0,23,60,32,52,81,2,0,1,0,12,64,7,13,64,7,38,39,40,38.75,2.75,0,17,4,17,34,59,25,47,0,82,1,0,17,10,21,6,15,0,1,2,0,11,0,0,0,0,0,35,49,0,0,0,0,0,8,70,6,3000,3350,3608.25,3261.49,615.42,4,67,8,1,83,9.26,1.02,0,84,20,0,0,3,17,0,3,7,1,6,13,7,2,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,NA,54.6163849154746,2.91417747340813,0,0,0,23.8095238095238,11.9047619047619,11.9047619047619,23.8095238095238
2015,"MUNICIPIO","1702000",8777,8786,4511,4275,2143,4658,1985,1027,2290,958,"0,675","0,699","0,664","0,724",99,0,76,2,26,29,17,17,6,2,0,0,97,19,23,29.5,24.56,6.69,0,0,0,0,4,7,18,5,1,72,1,27,67,34,65,99,0,0,1,2,7,81,6,10,81,6,38,38,39,38.35,2.5,0,30,5,15,41,54,45,46,0,93,2,1,24,5,24,6,23,1,1,0,1,10,0,0,0,0,0,54,45,0,0,0,0,0,11,79,9,2934,3340,3795,3254.35,655.76,8,69,18,4,95,9.14,1.36,1,95,45,0,0,6,39,0,4,15,3,17,28,17,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,6230,NA,43.2314410480349,5.12703657286089,1010.10101010101,43.6681222707424,43.6681222707424,10.1010101010101,10.1010101010101,0,10.1010101010101
2015,"MUNICIPIO","1702109",170183,150484,73587,76897,40339,88716,21429,19939,45885,11073,"0,752","0,699","0,664","0,724",3181,0,3073,32,596,894,816,557,242,42,2,0,3149,20,25,30,25.4,6.2,9,0,0,0,248,440,428,105,5,2636,6,2050,1128,1167,2014,3128,53,0,8,26,191,2943,10,225,2943,10,38,39,40,38.65,1.73,0,509,255,533,1862,27,3154,1347,0,3057,111,4,602,430,695,419,702,48,48,53,4,168,0,0,0,0,0,1626,1554,0,0,0,0,0,213,2801,167,2955,3250,3526,3221.86,522.63,176,2667,279,30,3125,9.18,0.77,27,3153,912,0,0,199,713,24,154,261,76,198,570,341,60,0,25,22,3,10,0,7,0,0,17,0,4,0,1,0,1,2,2,2,0,0,0,2,0,0,170166,29819,69.3254876321238,5.35893714413308,125.746620559572,8.717445788384,4.358722894192,7.85916378497328,6.91606413077649,0.943099654196794,11.0028292989626
2015,"MUNICIPIO","1702158",5515,5030,2584,2446,1649,2592,789,813,1245,388,"0,604","0,699","0,664","0,724",92,0,80,2,24,28,17,16,5,0,0,0,90,19,23,28,23.96,6.31,3,0,0,0,0,2,6,5,0,81,0,55,37,27,65,88,4,0,1,0,7,81,1,8,81,1,38,39,40,38.51,2.32,0,23,15,19,33,92,0,44,0,86,3,0,12,11,25,15,13,0,3,4,0,5,0,0,0,0,0,40,52,0,0,0,0,0,9,80,3,2995,3247.5,3577.5,3203.91,540.89,5,74,6,1,91,9.1,0.65,1,91,27,0,0,3,24,0,4,10,1,9,16,11,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4618,NA,73.8955823293173,4.89573889392566,0,0,0,10.8695652173913,10.8695652173913,0,10.8695652173913
2015,"MUNICIPIO","1702158",5515,5030,2584,2446,1649,2592,789,813,1245,388,"0,533","0,699","0,664","0,724",92,0,80,2,24,28,17,16,5,0,0,0,90,19,23,28,23.96,6.31,3,0,0,0,0,2,6,5,0,81,0,55,37,27,65,88,4,0,1,0,7,81,1,8,81,1,38,39,40,38.51,2.32,0,23,15,19,33,92,0,44,0,86,3,0,12,11,25,15,13,0,3,4,0,5,0,0,0,0,0,40,52,0,0,0,0,0,9,80,3,2995,3247.5,3577.5,3203.91,540.89,5,74,6,1,91,9.1,0.65,1,91,27,0,0,3,24,0,4,10,1,9,16,11,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4618,NA,73.8955823293173,4.89573889392566,0,0,0,10.8695652173913,10.8695652173913,0,10.8695652173913
2015,"MUNICIPIO","1702208",34392,31329,15968,15361,10419,15888,5022,5054,7871,2436,"0,631","0,699","0,664","0,724",599,0,304,5,163,181,124,84,38,4,0,0,594,19,23,28,24.03,6.17,3,0,0,0,19,53,23,12,0,543,1,181,409,212,387,595,4,1,1,5,60,439,60,67,439,60,38,39,40,39.04,2.48,0,98,41,37,218,599,0,363,0,584,10,2,120,58,148,74,86,1,7,4,2,65,0,0,0,0,0,317,281,0,0,0,0,0,38,530,31,2955,3250,3530,3234.35,518.06,34,432,61,8,537,9.16,0.88,8,588,166,0,0,27,139,7,16,55,13,48,107,59,5,0,7,6,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,76.1021471223479,4.82670388462433,0,0,0,11.686143572621,10.016694490818,1.669449081803,13.355592654424
2015,"MUNICIPIO","1702307",6799,6742,3447,3295,2021,3531,1190,976,1743,576,"0,68","0,699","0,664","0,724",95,0,79,2,25,32,19,12,4,1,0,0,93,19,22,27,23.43,5.99,0,0,0,0,3,13,12,9,1,70,0,53,39,41,54,95,0,0,0,1,6,82,3,7,82,3,38,39,40,38.77,1.84,0,16,9,15,53,59,36,40,0,89,4,0,22,12,17,10,18,1,3,0,0,7,0,0,0,0,0,38,57,0,0,0,0,0,5,80,10,2992.5,3300,3645,3313.76,544.28,5,72,14,0,92,9.42,0.63,2,88,32,0,0,4,28,1,3,13,3,8,18,14,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,NA,54.5037292025244,4.70657449624945,0,0,0,10.5263157894737,10.5263157894737,0,10.5263157894737
2015,"MUNICIPIO","1702406",10778,10645,5393,5252,3138,5347,2160,1555,2631,1066,"0,651","0,699","0,664","0,724",176,0,143,2,51,44,37,25,16,1,0,0,174,19,24,29,24.44,6.56,2,0,0,0,14,18,14,26,1,126,0,78,94,62,114,172,4,0,1,1,21,135,11,23,135,11,38,39,40,38.66,2.46,0,43,19,21,84,59,117,115,0,169,6,0,34,15,60,17,13,1,3,4,0,21,0,0,0,0,0,94,82,0,0,0,0,0,14,159,3,2876.25,3132.5,3427.5,3125.51,467.99,15,136,11,3,173,9.41,1.07,1,170,64,0,0,9,55,2,10,14,5,24,36,28,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8987,NA,66.8947168377043,5.93802189645574,0,0,0,11.3636363636364,11.3636363636364,0,11.3636363636364
2015,"MUNICIPIO","1702554",17627,15950,8005,7945,4921,8451,2578,2392,4232,1321,"0,67","0,699","0,664","0,724",329,0,160,3,84,102,74,48,16,2,0,0,326,19,23,28,24.07,5.96,3,0,0,0,14,22,14,6,0,301,0,94,227,126,203,317,10,0,2,6,33,252,18,41,252,18,38,39,40,38.69,2.55,0,45,28,28,111,56,273,168,0,312,13,0,62,38,62,31,59,6,4,10,0,35,0,0,0,0,0,164,165,0,0,0,0,0,26,288,15,2850,3200,3520,3161.17,566.46,34,230,26,2,294,9.14,0.97,2,324,83,0,0,14,69,1,12,35,3,18,42,41,8,0,4,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17625,4002,77.7410207939509,4.70868553922959,0,0,0,12.1580547112462,12.1580547112462,0,15.1975683890578
2015,"MUNICIPIO","1702703",3682,3446,1774,1672,928,1781,737,464,865,343,"0,677","0,699","0,664","0,724",31,0,27,0,8,10,8,2,2,1,0,0,31,19.5,23,29,24.52,6.59,0,0,0,0,1,4,3,2,0,24,0,9,22,6,25,31,0,0,0,0,2,25,4,2,25,4,38,39,40,38.97,2.01,0,5,4,5,17,31,0,11,0,30,1,0,5,1,10,6,6,0,1,0,0,2,0,0,0,0,0,18,13,0,0,0,0,0,2,28,1,2820,3230,3505,3169.77,467.49,5,22,3,1,30,9.23,1.67,0,30,19,0,0,3,16,1,3,7,2,3,15,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,NA,35.8381502890173,5.16023900054318,0,0,0,0,0,0,32.258064516129
2015,"MUNICIPIO","1702901",9706,9275,4600,4675,3009,4681,1585,1493,2350,832,"0,627","0,699","0,664","0,724",194,0,121,3,54,47,45,31,12,2,0,0,191,19,24,28.75,24.38,6.36,2,0,0,0,2,11,4,1,0,179,0,98,89,72,122,186,8,0,1,2,20,150,6,23,150,6,38,39,40,38.6,2.27,0,35,28,17,73,194,0,115,0,191,3,0,28,32,40,21,28,0,2,8,0,21,0,0,0,0,0,93,101,0,0,0,0,0,24,159,11,2835,3142.5,3447.5,3089.14,613.58,20,135,14,0,179,9.22,0.68,3,191,57,0,0,7,50,4,11,14,7,14,29,28,4,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,82.5531914893617,5.8726560890171,0,0,0,10.3092783505155,10.3092783505155,0,20.6185567010309
2015,"MUNICIPIO","1703008",10736,10424,5540,4884,2774,5520,2130,1369,2570,945,"0,642","0,699","0,664","0,724",100,0,91,3,25,28,30,11,3,0,0,0,97,19,23,28,23.49,5.76,0,0,0,0,1,6,9,4,0,86,0,78,21,37,63,96,4,0,0,1,6,92,1,7,92,1,38,39,40,38.75,1.71,0,33,10,22,34,98,2,47,0,94,6,0,18,15,21,16,19,1,3,4,0,3,0,0,0,0,0,49,51,0,0,0,0,0,6,88,6,2973.75,3192.5,3510,3226.43,469.27,4,84,8,2,95,9.06,0.84,2,98,47,0,0,7,40,2,3,17,7,11,32,15,4,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,NA,38.9105058365759,4.37779433681073,0,0,0,30,20,10,30
2015,"MUNICIPIO","1703057",3420,3122,1692,1430,974,1658,490,449,760,221,"0,638","0,699","0,664","0,724",45,0,40,0,13,13,6,8,5,0,0,0,45,18,23,30,24.38,7.1,0,0,0,0,0,3,5,0,0,40,0,29,16,20,25,45,0,0,0,0,0,44,0,0,44,0,39,39,40,39.32,0.83,0,13,5,3,22,45,0,26,0,45,0,0,11,8,16,5,4,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,1,41,3,3115,3380,3620,3345.44,466.38,2,38,4,1,42,9.12,1.12,2,43,24,0,0,4,20,1,4,9,1,5,14,10,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824,NA,59.2105263157895,7.01754385964912,0,0,0,22.2222222222222,22.2222222222222,0,22.2222222222222
2015,"MUNICIPIO","1703073",4460,4123,2195,1928,1464,1980,679,671,952,305,"0,603","0,699","0,664","0,724",88,0,79,3,27,22,18,13,4,1,0,0,85,18.75,23,28.25,23.76,6.62,1,0,0,0,2,0,4,3,0,81,0,69,19,34,54,88,0,0,0,1,8,77,0,9,77,0,38,39,40,38.57,1.74,0,28,12,10,36,83,5,55,0,86,1,0,15,14,24,11,11,0,1,0,0,9,0,0,0,0,0,43,45,0,0,0,0,0,3,82,3,2908.75,3142.5,3471.25,3191.88,421.45,4,74,8,4,78,9.04,1.06,2,86,23,0,0,2,21,1,3,10,0,7,15,8,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,NA,92.436974789916,5.15695067264574,0,0,0,11.3636363636364,11.3636363636364,0,11.3636363636364
2015,"MUNICIPIO","1703107",5601,5349,2758,2591,1423,2876,1050,717,1357,517,"0,642","0,699","0,664","0,724",66,0,62,1,16,18,17,8,6,0,0,0,65,19.25,24,28,24.52,6.06,0,0,0,0,6,0,12,3,0,51,0,17,49,22,44,64,2,0,0,2,5,56,3,7,56,3,38,39,39,38.38,2.24,0,11,4,3,46,64,2,31,0,62,3,1,10,8,14,6,16,0,2,2,1,7,0,0,0,0,0,37,29,0,0,0,0,0,7,57,2,2978.75,3230,3511,3169.09,513.4,2,57,5,1,65,9.52,0.75,2,64,28,0,0,6,22,0,3,15,1,3,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5083,NA,48.6366985998526,4.99910730226745,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703206",4532,4456,2325,2131,1271,2453,732,625,1173,333,"0,638","0,699","0,664","0,724",53,0,44,0,21,9,11,6,4,2,0,0,53,18,21,29,23.81,7.33,0,0,0,0,2,3,7,4,0,42,0,30,21,15,38,50,3,0,1,0,0,50,2,1,50,2,38,39,40,38.79,2.3,0,6,3,8,35,53,0,20,0,50,3,0,6,6,10,7,19,0,2,3,0,0,0,0,0,0,0,24,29,0,0,0,0,0,6,47,0,2950,3150,3400,3112.11,543.1,3,45,1,1,51,9.08,1.44,0,52,22,0,0,6,16,0,2,7,2,5,13,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,NA,45.1832907075874,4.85436893203883,0,0,0,0,0,0,18.8679245283019
